iter	Passed	Remaining
461	10640	104513
462	10659	104456
463	10681	104417
464	10702	104381
465	10724	104345
466	10745	104298
467	10765	104250
468	10787	104218
469	10808	104173
470	10830	104143
471	10849	104083
472	10871	104045
473	10892	104004
474	10913	103968
475	10935	103936
476	10956	103887
477	10977	103850
478	10998	103803
479	11020	103774
480	11041	103734
481	11064	103715
482	11088	103694
483	11109	103655
484	11133	103640
485	11153	103590
486	11174	103549
487	11195	103511
488	11216	103471
489	11247	103518
490	11269	103489
491	11291	103456
492	11311	103411
493	11334	103384
494	11354	103337
495	11375	103299
496	11395	103243
497	11416	103207
498	11439	103188
499	11461	103154
500	11494	103220
501	11518	103205
502	11540	103174
503	11561	103134
504	11582	103092
505	11601	103041
506	11624	103013
507	11646	102984
508	11668	102954
509	11688	102904
510	11710	102870
511	11733	102850
512	11754	102814
513	11777	102788
514	11797	102741
515	11818	102699
516	11838	102654
517	11861	102628
518	11882	102596
519	11904	102557
520	11926	102527
521	11946	102482
522	11967	102448
523	11989	102410
524	12009	102362
525	12031	102339
526	12052	102300
527	12075	102278
528	12095	102232
529	12118	102210
530	12138	102162
531	12159	102121
532	12184	102113
533	12204	102072
534	12226	102042
535	12247	102004
536	12272	101993
537	12292	101951
538	12314	101919
539	12335	101885
540	12357	101848
541	12380	101829
542	12400	101782
543	12422	101753
544	12442	101709
545	12463	101668
546	12486	101648
547	12506	101605
548	12530	101587
549	12550	101541
550	12572	101519
551	12593	101479
552	12615	101451
553	12634	101398
554	12656	101366
555	12678	101335
556	12700	101308
557	12722	101280
558	12741	101229
559	12763	101194
560	12784	101157
561	12806	101131
562	12829	101107
563	12850	101070
564	12872	101041
565	12894	101014
566	12916	100988
567	12938	100953
568	12958	100911
569	12980	100881
570	13001	100845
571	13025	100832
572	13046	100797
573	13068	100766
574	13087	100715
575	13110	100698
576	13132	100667
577	13152	100624
578	13173	100587
579	13193	100544
580	13217	100529
581	13238	100491
582	13259	100459
583	13281	100431
584	13304	100405
585	13327	100391
586	13347	100347
587	13370	100321
588	13390	100280
589	13413	100259
590	13436	100238
591	13451	100157
592	13472	100120
593	13491	100072
594	13514	100050
595	13536	100027
596	13558	99994
597	13579	99959
598	13599	99916
599	13621	99894
600	13644	99867
601	13665	99837
602	13686	99803
603	13707	99768
604	13732	99755
605	13753	99722
606	13777	99713
607	13797	99670
608	13821	99656
609	13842	99623
610	13867	99613
611	13889	99586
612	13913	99574
613	13938	99567
614	13961	99545
615	13981	99508
616	14002	99466
617	14026	99459
618	14051	99448
619	14073	99419
620	14093	99382
621	14115	99354
622	14137	99322
623	14160	99302
624	14179	99256
625	14201	99230
626	14223	99203
627	14247	99190
628	14270	99170
629	14295	99163
630	14320	99156
631	14342	99124
632	14364	99101
633	14385	99062
634	14405	99026
635	14427	98996
636	14447	98956
637	14470	98932
638	14490	98894
639	14512	98864
640	14533	98831
641	14554	98796
642	14576	98770
643	14598	98742
644	14620	98715
645	14640	98679
646	14662	98646
647	14694	98690
648	14716	98662
649	14736	98621
650	14756	98582
651	14778	98551
652	14798	98510
653	14820	98487
654	14839	98439
655	14862	98420
656	14883	98384
657	14907	98368
658	14926	98324
659	14946	98282
660	14970	98274
661	14991	98237
662	15014	98214
663	15035	98185
664	15056	98149
665	15077	98116
666	15099	98087
667	15122	98068
668	15142	98029
669	15165	98010
670	15185	97969
671	15209	97953
672	15228	97913
673	15251	97890
674	15272	97855
675	15292	97819
676	15318	97816
677	15340	97791
678	15363	97770
679	15384	97735
680	15410	97735
681	15431	97700
682	15451	97666
683	15473	97638
684	15493	97599
685	15518	97592
686	15542	97577
687	15565	97556
688	15584	97513
689	15609	97499
690	15630	97466
691	15651	97434
692	15674	97416
693	15699	97408
694	15723	97392
695	15744	97360
696	15766	97336
697	15786	97298
698	15810	97282
699	15831	97249
700	15853	97221
701	15874	97194
702	15896	97163
703	15919	97145
704	15942	97122
705	15964	97100
706	15985	97064
707	16007	97037
708	16030	97021
709	16053	96999
710	16074	96967
711	16101	96970
712	16124	96949
713	16146	96924
714	16167	96889
715	16188	96862
716	16211	96838
717	16233	96814
718	16255	96787
719	16275	96751
720	16297	96722
721	16319	96693
722	16340	96665
723	16362	96639
724	16383	96605
725	16405	96582
726	16427	96552
727	16449	96529
728	16469	96490
729	16491	96462
730	16512	96431
731	16533	96398
732	16556	96380
733	16577	96345
734	16598	96315
735	16618	96281
736	16638	96241
737	16662	96225
738	16681	96183
739	16703	96157
740	16722	96115
741	16743	96085
742	16766	96060
743	16787	96029
744	16808	95997
745	16828	95961
746	16849	95932
747	16872	95912
748	16895	95890
749	16916	95860
750	16936	95823
751	16957	95794
752	16980	95770
753	17002	95743
754	17022	95710
755	17045	95688
756	17067	95663
757	17089	95636
758	17111	95613
759	17132	95579
760	17158	95575
761	17182	95562
762	17205	95543
763	17230	95535
764	17252	95506
765	17275	95491
766	17298	95469
767	17318	95430
768	17339	95403
769	17361	95376
770	17385	95358
771	17408	95341
772	17428	95304
773	17450	95277
774	17470	95243
775	17494	95230
776	17516	95200
777	17538	95174
778	17560	95148
779	17580	95115
780	17604	95099
781	17625	95071
782	17647	95046
783	17669	95017
784	17690	94990
785	17714	94971
786	17735	94941
787	17757	94918
788	17782	94908
789	17805	94888
790	17825	94851
791	17846	94818
792	17866	94785
793	17888	94760
794	17911	94741
795	17931	94705
796	17952	94670
797	17971	94631
798	17994	94613
799	18017	94589
800	18038	94560
801	18059	94531
802	18079	94497
803	18100	94467
804	18121	94434
805	18142	94406
806	18162	94370
807	18186	94353
808	18207	94321
809	18231	94309
810	18252	94278
811	18274	94252
812	18296	94229
813	18317	94195
814	18338	94167
815	18358	94134
816	18382	94118
817	18404	94092
818	18426	94066
819	18447	94037
820	18468	94005
821	18490	93979
822	18510	93947
823	18530	93913
824	18554	93896
825	18574	93861
826	18596	93836
827	18616	93802
828	18638	93775
829	18660	93750
830	18681	93722
831	18701	93688
832	18721	93654
833	18745	93635
834	18763	93594
835	18786	93575
836	18807	93543
837	18828	93512
838	18851	93494
839	18873	93468
840	18895	93442
841	18915	93410
842	18937	93386
843	18959	93362
844	18982	93338
845	19002	93307
846	19024	93279
847	19047	93259
848	19069	93237
849	19091	93213
850	19113	93185
851	19133	93152
852	19155	93126
853	19177	93104
854	19198	93074
855	19219	93042
856	19240	93015
857	19261	92982
858	19285	92971
859	19308	92950
860	19331	92930
861	19355	92913
862	19380	92906
863	19405	92896
864	19429	92881
865	19458	92887
866	19481	92870
867	19502	92840
868	19522	92804
869	19545	92785
870	19566	92754
871	19588	92732
872	19608	92695
873	19628	92661
874	19648	92626
875	19668	92593
876	19691	92574
877	19711	92540
878	19731	92508
879	19754	92488
880	19775	92459
881	19798	92440
882	19818	92406
883	19839	92376
884	19860	92345
885	19882	92321
886	19905	92300
887	19926	92274
888	19948	92245
889	19968	92215
890	19990	92189
891	20013	92170
892	20035	92144
893	20057	92120
894	20078	92091
895	20099	92063
896	20122	92041
897	20142	92009
898	20162	91974
899	20184	91949
900	20205	91920
901	20238	91947
902	20267	91953
903	20289	91930
904	20309	91895
905	20332	91875
906	20352	91842
907	20372	91812
908	20394	91787
909	20418	91772
910	20444	91763
911	20466	91741
912	20502	91780
913	20524	91755
914	20547	91731
915	20568	91702
916	20588	91672
917	20609	91643
918	20632	91622
919	20654	91597
920	20677	91579
921	20700	91556
922	20720	91523
923	20743	91506
924	20765	91478
925	20786	91452
926	20807	91420
927	20827	91388
928	20850	91371
929	20872	91344
930	20893	91316
931	20915	91294
932	20942	91290
933	20969	91288
934	20994	91273
935	21018	91261
936	21043	91246
937	21072	91252
938	21094	91228
939	21116	91204
940	21140	91190
941	21163	91168
942	21184	91142
943	21208	91126
944	21231	91102
945	21253	91078
946	21275	91057
947	21296	91026
948	21317	90998
949	21339	90972
950	21361	90950
951	21383	90923
952	21403	90890
953	21422	90855
954	21443	90824
955	21465	90803
956	21487	90778
957	21507	90744
958	21528	90717
959	21549	90686
960	21573	90670
961	21594	90641
962	21614	90609
963	21635	90583
964	21658	90563
965	21684	90552
966	21703	90517
967	21723	90485
968	21744	90456
969	21767	90437
970	21795	90437
971	21817	90414
972	21843	90405
973	21869	90397
974	21894	90385
975	21920	90378
976	21946	90367
977	21988	90425
978	22015	90423
979	22040	90413
980	22069	90414
981	22093	90399
982	22115	90373
983	22138	90355
984	22163	90343
985	22191	90341
986	22217	90334
987	22241	90317
988	22267	90309
989	22294	90305
990	22320	90293
991	22344	90279
992	22370	90271
993	22398	90271
994	22423	90258
995	22449	90246
996	22472	90229
997	22498	90217
998	22522	90202
999	22545	90180
1000	22568	90160
1001	22589	90131
1002	22610	90103
1003	22631	90076
1004	22654	90055
1005	22678	90037
1006	22704	90029
1007	22728	90013
1008	22751	89990
1009	22774	89971
1010	22797	89950
1011	22823	89939
1012	22845	89917
1013	22868	89896
1014	22888	89861
1015	22908	89831
1016	22930	89804
1017	22950	89771
1018	22971	89744
1019	22992	89714
1020	23016	89698
1021	23042	89688
1022	23068	89679
1023	23090	89656
1024	23114	89640
1025	23138	89620
1026	23162	89604
1027	23184	89582
1028	23208	89565
1029	23234	89553
1030	23257	89531
1031	23282	89521
1032	23305	89499
1033	23327	89473
1034	23348	89445
1035	23370	89421
1036	23392	89396
1037	23413	89369
1038	23438	89353
1039	23460	89330
1040	23484	89312
1041	23504	89282
1042	23526	89255
1043	23548	89231
1044	23571	89210
1045	23592	89180
1046	23625	89199
1047	23649	89181
1048	23672	89159
1049	23693	89132
1050	23714	89105
1051	23736	89080
1052	23758	89053
1053	23779	89028
1054	23800	88998
1055	23822	88975
1056	23843	88943
1057	23865	88921
1058	23886	88890
1059	23905	88857
1060	23927	88830
1061	23947	88799
1062	23969	88775
1063	23989	88741
1064	24011	88716
1065	24031	88687
1066	24053	88662
1067	24074	88634
1068	24095	88605
1069	24116	88578
1070	24137	88547
1071	24160	88527
1072	24181	88500
1073	24202	88471
1074	24223	88442
1075	24243	88410
1076	24268	88400
1077	24291	88376
1078	24314	88357
1079	24337	88337
1080	24361	88317
1081	24382	88290
1082	24403	88262
1083	24424	88234
1084	24444	88204
1085	24467	88183
1086	24488	88153
1087	24509	88127
1088	24530	88096
1089	24552	88072
1090	24575	88052
1091	24594	88018
1092	24620	88006
1093	24653	88020
1094	24686	88037
1095	24717	88043
1096	24750	88058
1097	24785	88082
1098	24819	88098
1099	24844	88084
1100	24868	88067
1101	24895	88062
1102	24945	88135
1103	24992	88198
1104	25021	88198
1105	25051	88199
1106	25076	88187
1107	25098	88161
1108	25121	88140
1109	25145	88121
1110	25169	88103
1111	25194	88089
1112	25220	88079
1113	25242	88054
1114	25265	88034
1115	25291	88023
1116	25319	88016
1117	25345	88007
1118	25372	87999
1119	25397	87982
1120	25422	87969
1121	25452	87970
1122	25474	87948
1123	25497	87925
1124	25520	87904
1125	25545	87890
1126	25570	87873
1127	25596	87864
1128	25623	87855
1129	25650	87847
1130	25673	87826
1131	25696	87803
1132	25717	87776
1133	25742	87759
1134	25765	87738
1135	25806	87777
1136	25846	87814
1137	25883	87839
